Precinct County Code	Precinct County Name	Precinct Election Number	Precinct Election Date	Precinct Election Name	Precinct Unique Precinct Identifier	Precinct Precinct Polling Location	Precinct Total Registered Voters	Precinct Total Registered Republicans	Precinct Total Registered Democrats	Precinct Total Registered All Other Parties	Contest Contest Name	Contest District	Contest Contest Code	Votes Candidate/Retention/Issue Name/WriteInsCast/OverVotes/UnderVotes	Votes Candidate Party	Votes Candidate Florida Voter Registration System ID Number	Votes DOE Assigned Candidate Number or Retention/Issue Number	Votes Vote Total
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	163	163	613	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	4
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	163	163	613	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	34
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	163	163	613	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	12
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	163	163	613	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	38
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	163	163	613	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	41
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	169	169	2306	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	169	169	2306	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	4
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	169	169	2306	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	100
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	169	169	2306	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	31
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	169	169	2306	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	217
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	169	169	2306	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	12
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	207	207	2143	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	207	207	2143	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	8
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	207	207	2143	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	131
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	207	207	2143	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	21
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	207	207	2143	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	120
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	207	207	2143	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	14
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	209	209	1784	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	209	209	1784	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	8
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	209	209	1784	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	89
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	209	209	1784	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	23
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	209	209	1784	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	123
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	209	209	1784	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	47
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	213	213	2313	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	213	213	2313	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	3
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	213	213	2313	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	90
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	213	213	2313	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	18
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	213	213	2313	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	114
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	213	213	2313	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	39
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	247	247	824	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	247	247	824	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	247	247	824	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	29
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	247	247	824	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	3
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	247	247	824	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	29
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	247	247	824	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	13
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	301	301	977	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	301	301	977	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	3
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	301	301	977	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	11
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	301	301	977	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	7
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	301	301	977	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	24
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	301	301	977	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	59
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	303	303	972	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	303	303	972	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	10
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	303	303	972	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	79
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	303	303	972	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	5
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	303	303	972	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	61
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	303	303	972	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	27
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	305	305	4336	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	305	305	4336	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	10
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	305	305	4336	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	247
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	305	305	4336	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	50
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	305	305	4336	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	314
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	305	305	4336	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	60
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	307	307	2913	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	307	307	2913	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	8
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	307	307	2913	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	187
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	307	307	2913	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	29
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	307	307	2913	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	138
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	307	307	2913	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	22
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	309	309	2971	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	309	309	2971	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	4
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	309	309	2971	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	305
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	309	309	2971	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	24
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	309	309	2971	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	305
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	309	309	2971	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	24
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	317	317	2552	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	3
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	317	317	2552	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	8
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	317	317	2552	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	128
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	317	317	2552	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	30
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	317	317	2552	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	146
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	317	317	2552	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	55
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	318	318	1413	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	318	318	1413	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	6
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	318	318	1413	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	63
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	318	318	1413	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	34
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	318	318	1413	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	103
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	318	318	1413	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	40
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	319	319	2158	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	319	319	2158	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	9
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	319	319	2158	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	85
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	319	319	2158	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	27
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	319	319	2158	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	123
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	319	319	2158	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	43
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	321	321	3549	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	1
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	321	321	3549	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	11
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	321	321	3549	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	248
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	321	321	3549	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	24
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	321	321	3549	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	263
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	321	321	3549	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	18
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	325	325	3459	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	1
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	325	325	3459	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	4
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	325	325	3459	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	311
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	325	325	3459	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	25
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	325	325	3459	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	362
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	325	325	3459	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	18
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	327	327	3535	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	327	327	3535	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	5
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	327	327	3535	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	269
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	327	327	3535	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	44
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	327	327	3535	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	270
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	327	327	3535	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	24
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	329	329	3510	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	329	329	3510	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	11
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	329	329	3510	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	252
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	329	329	3510	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	45
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	329	329	3510	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	425
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	329	329	3510	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	32
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	333	333	1362	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	333	333	1362	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	4
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	333	333	1362	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	52
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	333	333	1362	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	34
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	333	333	1362	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	75
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	333	333	1362	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	43
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	335	335	1386	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	335	335	1386	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	3
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	335	335	1386	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	35
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	335	335	1386	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	27
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	335	335	1386	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	87
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	335	335	1386	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	47
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	338	338	2028	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	338	338	2028	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	1
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	338	338	2028	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	87
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	338	338	2028	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	13
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	338	338	2028	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	64
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	338	338	2028	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	11
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	339	339	1587	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	339	339	1587	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	2
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	339	339	1587	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	77
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	339	339	1587	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	17
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	339	339	1587	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	80
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	339	339	1587	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	35
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	341	341	3631	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	341	341	3631	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	7
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	341	341	3631	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	187
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	341	341	3631	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	24
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	341	341	3631	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	185
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	341	341	3631	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	67
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	342	342	3047	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	342	342	3047	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	9
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	342	342	3047	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	161
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	342	342	3047	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	41
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	342	342	3047	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	134
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	342	342	3047	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	39
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	343	343	1807	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	343	343	1807	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	5
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	343	343	1807	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	56
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	343	343	1807	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	15
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	343	343	1807	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	42
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	343	343	1807	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	38
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	344	344	2844	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	344	344	2844	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	1
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	344	344	2844	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	128
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	344	344	2844	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	17
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	344	344	2844	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	107
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	344	344	2844	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	32
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	345	345	3181	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	345	345	3181	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	6
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	345	345	3181	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	95
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	345	345	3181	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	39
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	345	345	3181	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	79
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	345	345	3181	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	46
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	347	347	3532	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	347	347	3532	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	5
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	347	347	3532	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	144
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	347	347	3532	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	25
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	347	347	3532	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	127
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	347	347	3532	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	70
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	601	601	2326	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	601	601	2326	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	2
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	601	601	2326	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	109
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	601	601	2326	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	12
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	601	601	2326	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	103
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	601	601	2326	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	35
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	603	603	605	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	603	603	605	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	1
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	603	603	605	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	16
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	603	603	605	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	1
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	603	603	605	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	11
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	603	603	605	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	9
